,Date,Text,Positive,Negative,Neutral,Compound
48,Mon Mar 12 22:23:26 +0000 2018,"UPDATE: U.S. Secret Service deemed the suspicious package found near the White House as ""safe."" https://t.co/hYZssmc4ZW",0.0,0.143,0.857,-0.3612
49,Mon Mar 12 22:05:24 +0000 2018,"NEW: Republican-led House Intelligence Committee says it found ""no evidence of collusion"" between Russia, Trump cam… https://t.co/9nzTyUgEVC",0.153,0.108,0.739,0.2263
50,Mon Mar 12 21:50:01 +0000 2018,"Creators of ""Stranger Things"" respond to allegation of verbally abusive behavior on the set of the Netflix hit seri… https://t.co/mgXf0gLKi9",0.0,0.181,0.819,-0.6369
51,Mon Mar 12 21:44:58 +0000 2018,"NEW: U.S. Secret Service agents responding to ""reports of a suspicious package"" near the White House, officials say. https://t.co/bmyyve8vIw",0.0,0.128,0.872,-0.3612
52,Mon Mar 12 21:30:01 +0000 2018,Black men reduced one of their biggest medical risks through a novel project: examining how a visit to the barbersh… https://t.co/zBSZ0MdqKE,0.107,0.098,0.794,0.0516
53,Mon Mar 12 21:10:01 +0000 2018,Iowa Senate leader resigns after website published video and photos allegedly showing the married lawmaker kissing… https://t.co/6TTfsVlTPc,0.0,0.126,0.874,-0.3182
54,Mon Mar 12 20:50:02 +0000 2018,"""It's not time to panic, but it's time to be vigilant and it's time to pay attention, it's time to come together as… https://t.co/mvlhzRG9Li",0.147,0.06,0.792,0.3184
55,Mon Mar 12 20:42:08 +0000 2018,"""We will be asking him to be interviewed and we hope he'll comply because obviously our only purpose here is to ens… https://t.co/CcKbbe3Orj",0.116,0.0,0.884,0.4404
56,Mon Mar 12 20:38:32 +0000 2018,"""What we do know is -- this type of helicopter, it was legal to have the doors open,"" NTSB official says of deadly… https://t.co/1Wn544XnwK",0.061,0.0,0.939,0.128
57,Mon Mar 12 20:35:31 +0000 2018,WATCH LIVE: NTSB officials hold update on deadly helicopter crash in New York City's East River… https://t.co/C4PMuZknXX,0.0,0.144,0.856,-0.4019
58,Mon Mar 12 20:20:02 +0000 2018,"Federal government censored, withheld or said it couldn't find records sought under the Freedom of Information Act… https://t.co/v4JF6Gmsn2",0.193,0.073,0.734,0.5574
59,Mon Mar 12 20:05:24 +0000 2018,Austin PD Chief Brian Manley: Two victims of package explosions that were African-American; victim of latest incide… https://t.co/O3qotYZuhd,0.0,0.216,0.784,-0.5267
60,Mon Mar 12 20:03:14 +0000 2018,"""We know is -- the victims, when they've seen these packages on the front porch, they went out and handled them in… https://t.co/YA6sNDiM5R",0.0,0.095,0.905,-0.3182
61,Mon Mar 12 20:01:05 +0000 2018,"""We do not believe this was delivered by any official delivery service,"" Austin police chief says of most recent pa… https://t.co/TimVI8Hsok",0.0,0.0,1.0,0.0
62,Mon Mar 12 19:53:38 +0000 2018,"""Based on evidence that we have at this scene, as well as at the other two scenes where we've had these explosions,… https://t.co/6AtVfhEUHJ",0.087,0.0,0.913,0.2732
63,Mon Mar 12 19:51:00 +0000 2018,"WATCH LIVE: Authorities in Austin, Texas hold update on package explosions; at least one dead after three blasts… https://t.co/1EPYNuC7Av",0.0,0.193,0.807,-0.6486
64,Mon Mar 12 19:45:01 +0000 2018,Acting CDC director denies missing worker was passed over for promotion before his disappearance; Timothy Cunningha… https://t.co/Iuub5Gs7aV,0.0,0.25,0.75,-0.6124
65,Mon Mar 12 19:44:00 +0000 2018,Q: Is education secretary Betsy Devos going to continue to be the face of school safety policy and commission?… https://t.co/FI0ZNlDrRt,0.128,0.0,0.872,0.4215
66,Mon Mar 12 19:41:31 +0000 2018,".@PressSec on China abolishing presidential term limits, would it be ""healthy"" for U.S.-China relations: That would… https://t.co/h69XU9RHic",0.0,0.0,1.0,0.0
67,Mon Mar 12 19:36:34 +0000 2018,@PressSec on Betsy Devos going on 60 Minutes: Things that need further review on determining the best path forward… https://t.co/iP3eQ6J103,0.181,0.0,0.819,0.6369
68,Mon Mar 12 19:31:21 +0000 2018,".@PressSec on British PM accusing Russia of poisoning former Russian spy: The attack was reckless, and discriminant… https://t.co/F7ATqv34vZ",0.0,0.447,0.553,-0.8834
69,Mon Mar 12 19:30:01 +0000 2018,"How the ski patrol at Whistler-Blackcomb, North America's largest ski resort, works to keep avalanches under contro… https://t.co/vr0KFVmFBj",0.0,0.0,1.0,0.0
70,Mon Mar 12 19:24:40 +0000 2018,".@PressSec on Trump being ""petrified by the NRA"" after retreating from some gun restrictions:  Look, he hasn't back… https://t.co/wpIOmnZGQL",0.0,0.258,0.742,-0.7096
71,Mon Mar 12 19:17:57 +0000 2018,"Q: What preparations are being made for the meeting [with Kim Jong Un]? 
@PressSec: We are continuing to prepare on… https://t.co/4YqQ3Veqbj",0.0,0.0,1.0,0.0
72,Mon Mar 12 19:15:02 +0000 2018,"Pilot tells police what caused crash that sent New York City helicopter plunging into East River, killing five pass… https://t.co/C60MBUQ8BU",0.0,0.283,0.717,-0.7964
73,Mon Mar 12 19:15:00 +0000 2018,".@PressSec announces @POTUS will make his first trip to Latin America as president next month, and will attend the… https://t.co/oCeD5QNER3",0.0,0.0,1.0,0.0
74,Mon Mar 12 19:13:13 +0000 2018,NEW: Press Secretary Sarah Sanders says Crown Prince of Saudi Arabia Muhammad Bin Salman set to visit White House o… https://t.co/kfWCxuhVth,0.0,0.0,1.0,0.0
75,Mon Mar 12 19:09:47 +0000 2018,WATCH LIVE: White House holds press briefing after President Trump seems to back away from gun age restrictions.… https://t.co/NXdsCVSCGp,0.0,0.118,0.882,-0.34
76,Mon Mar 12 19:02:53 +0000 2018,AHEAD: @PressSec Sarah Huckabee Sanders to hold White House briefing https://t.co/CTSiC9XV0I https://t.co/FIV1Ardkpy,0.0,0.0,1.0,0.0
77,Mon Mar 12 18:55:43 +0000 2018,A photo of a waitress helping a customer cut his food went viral online and her good deed has now earned her a coll… https://t.co/9GBWLIOyRO,0.202,0.083,0.714,0.4588
78,Mon Mar 12 18:40:02 +0000 2018,"Stormy Daniels offers to return the $130,000 that Trump attorney Michael Cohen paid to her in exchange for her sile… https://t.co/Ot426iLxGc",0.0,0.0,1.0,0.0
79,Mon Mar 12 18:25:01 +0000 2018,Judge refuses to dismiss drug-possession charge against Rose McGowan after prosecutors said they have additional ev… https://t.co/zc4WkmL04C,0.0,0.0,1.0,0.0
80,Mon Mar 12 18:10:02 +0000 2018,No rest for the winter-weary: the third major nor'easter in two weeks could drop a foot or more of snow on Tuesday… https://t.co/rOvskoUKiy,0.0,0.177,0.823,-0.5106
81,Mon Mar 12 17:55:01 +0000 2018,"President Trump's potential meeting with Kim Jong Un is ""a really big deal,"" @ianbremmer says, yet with North Korea… https://t.co/OWx8DMl206",0.0,0.0,1.0,0.0
82,Mon Mar 12 17:41:48 +0000 2018,Video shows scene of the deadly helicopter crash in New York City. Crews are lifting the chopper out of the East Ri… https://t.co/zlUcMxxfCg,0.0,0.109,0.891,-0.4019
83,Mon Mar 12 17:35:41 +0000 2018,A thief fumbles as he tries to fit a large gumball machine through a small doggy door at an animal shelter. His rob… https://t.co/nbgP7vAQCB,0.1,0.137,0.763,-0.2263
84,Mon Mar 12 17:20:49 +0000 2018,"A snowboarder's helmet camera shows his point of view during an avalanche. When the snow engulfed him, his avalanch… https://t.co/0nMyOVv3rw",0.0,0.0,1.0,0.0
85,Mon Mar 12 17:18:25 +0000 2018,"British PM May: ""We must now stand ready to take extensive measures...should there be no credible response [from Ru… https://t.co/WOkJVeTd64",0.11,0.097,0.793,0.0772
86,Mon Mar 12 17:16:00 +0000 2018,"British PM Theresa May: ""This action has happened against a backdrop of a well-established pattern of Russian state… https://t.co/KfXCPrHgo0",0.0,0.0,1.0,0.0
87,Mon Mar 12 17:13:58 +0000 2018,"NEW: ""The government has concluded that it is highly likely that Russia was responsible for the act against Sergei… https://t.co/HZXVPqBJkL",0.108,0.0,0.892,0.3182
88,Mon Mar 12 17:11:49 +0000 2018,"""It is now clear that Mr. Skripal and his daughter were poisoned with a military grade nerve agent of a type develo… https://t.co/dKOreFOIEC",0.105,0.129,0.766,-0.1531
89,Mon Mar 12 17:10:20 +0000 2018,WATCH LIVE: British Prime Minister Theresa May addresses the poisoning of a former Russian double agent and his dau… https://t.co/ctYqME8ZFv,0.0,0.174,0.826,-0.5859
90,Mon Mar 12 16:50:01 +0000 2018,"Economist Larry Kudlow is a leading contender to replace Gary Cohn as head of the National Economic Council,… https://t.co/MsgWePBwTt",0.081,0.0,0.919,0.128
91,Mon Mar 12 16:41:58 +0000 2018,"WATCH LIVE: Pres. Trump hosts Houston Astros, the 2017 World Series champions, at the White House… https://t.co/DqQ3oS8kyz",0.175,0.0,0.825,0.5267
92,Mon Mar 12 16:35:02 +0000 2018,Waffle House waitress gets $16K scholarship after act of kindness goes viral https://t.co/K8VVPig9E8 https://t.co/INj3zrpzMb,0.188,0.0,0.812,0.4588
93,Mon Mar 12 16:20:02 +0000 2018,Bride-to-be and her bachelorette party killed in Turkish jet crash https://t.co/Rg7MuCWGlp https://t.co/XXTJYZ6w6f,0.143,0.381,0.476,-0.6705
94,Mon Mar 12 16:07:38 +0000 2018,"""We believe there's a possibility that they are related,"" official says. ""Is there any specific ideology behind the… https://t.co/rnnbkk2yhB",0.0,0.0,1.0,0.0
95,Mon Mar 12 16:02:07 +0000 2018,"""These [packages] are not coming through the United States Postal Service that we've determined at this point,"" off… https://t.co/b5aYfTl2g0",0.234,0.0,0.766,0.6369
96,Mon Mar 12 16:00:24 +0000 2018,"""I want the public to be aware and to be cautious because we have two cases very similar with both resulting in los… https://t.co/AsLqZOr6Eq",0.053,0.057,0.891,-0.0258
97,Mon Mar 12 15:57:18 +0000 2018,"FBI, ATF and United States Postal Service are all aiding in the investigation into the deadly package explosion. It… https://t.co/v7fZmjY2nL",0.128,0.0,0.872,0.4215
98,Mon Mar 12 15:54:28 +0000 2018,WATCH: Officials give updates after a packaged explosion at an Austin home killed a teenager and seriously injured… https://t.co/MMi1jhwypQ,0.0,0.292,0.708,-0.7351
99,Mon Mar 12 15:45:01 +0000 2018,"Arianna Huffington says a lack of sleep compromised her own health and productivity, and she used that experience t… https://t.co/uQzny0ilN1",0.0,0.113,0.887,-0.3182
